id,name_fr,name_en,path_key,type
EnchElvenSwordAbsorbM05,pe elfique d'vocation,Elven Sword of Evoking,[00] Skyrim.esm/[35] Weapon/[1165] EnchElvenSwordAbsorbM05 [WEAP-000BE1F4],WEAP
EnchElvenSwordAbsorbM04,pe elfique de transfusion,Elven Sword of Winnowing,[00] Skyrim.esm/[35] Weapon/[1166] EnchElvenSwordAbsorbM04 [WEAP-000BE1F3],WEAP
EnchElvenSwordAbsorbM03,pe elfique d'amalgame,Elven Sword of Harrowing,[00] Skyrim.esm/[35] Weapon/[1167] EnchElvenSwordAbsorbM03 [WEAP-000BE1F2],WEAP
EnchElvenSwordAbsorbH05,pe elfique d'absorption,Elven Sword of Leeching,[00] Skyrim.esm/[35] Weapon/[1168] EnchElvenSwordAbsorbH05 [WEAP-000BE1F1],WEAP
EnchElvenSwordAbsorbH04,pe elfique de dvorement,Elven Sword of Devouring,[00] Skyrim.esm/[35] Weapon/[1169] EnchElvenSwordAbsorbH04 [WEAP-000BE1F0],WEAP
EnchImperialSwordFear2,pe impriale de veulerie,Imperial Sword of Cowardice,[00] Skyrim.esm/[35] Weapon/[116] EnchImperialSwordFear2 [WEAP-000C3DF6],WEAP
EnchElvenSwordAbsorbH03,pe elfique d'ingestion,Elven Sword of Consuming,[00] Skyrim.esm/[35] Weapon/[1170] EnchElvenSwordAbsorbH03 [WEAP-000BE1EF],WEAP
EnchElvenMaceTurn05,Masse elfique sainte,Virtuous Elven Mace,[00] Skyrim.esm/[35] Weapon/[1171] EnchElvenMaceTurn05 [WEAP-000BE1EE],WEAP
EnchElvenMaceTurn04,Masse elfique sanctifie,Hallowed Elven Mace,[00] Skyrim.esm/[35] Weapon/[1172] EnchElvenMaceTurn04 [WEAP-000BE1ED],WEAP
EnchElvenMaceTurn03,Masse elfique vertueuse,Reverent Elven Mace,[00] Skyrim.esm/[35] Weapon/[1173] EnchElvenMaceTurn03 [WEAP-000BE1EC],WEAP
EnchElvenMaceStamina05,Masse elfique de lthargie,Elven Mace of Lethargy,[00] Skyrim.esm/[35] Weapon/[1174] EnchElvenMaceStamina05 [WEAP-000BE1EB],WEAP
EnchElvenMaceStamina04,Masse elfique de torpeur,Elven Mace of Debilitation,[00] Skyrim.esm/[35] Weapon/[1175] EnchElvenMaceStamina04 [WEAP-000BE1EA],WEAP
EnchElvenMaceStamina03,Masse elfique d'abattement,Elven Mace of Torpor,[00] Skyrim.esm/[35] Weapon/[1176] EnchElvenMaceStamina03 [WEAP-000BE1E9],WEAP
EnchElvenMaceSoulTrap05,Masse elfique de maldiction,Elven Mace of Malediction,[00] Skyrim.esm/[35] Weapon/[1177] EnchElvenMaceSoulTrap05 [WEAP-000BE1E8],WEAP
EnchElvenMaceSoulTrap04,Masse elfique d'anathme,Elven Mace of Animus,[00] Skyrim.esm/[35] Weapon/[1178] EnchElvenMaceSoulTrap04 [WEAP-000BE1E7],WEAP
EnchElvenMaceSoulTrap03,Masse elfique de capture,Elven Mace of Binding,[00] Skyrim.esm/[35] Weapon/[1179] EnchElvenMaceSoulTrap03 [WEAP-000BE1E6],WEAP
EnchImperialSwordFear3,pe impriale de crainte,Imperial Sword of Fear,[00] Skyrim.esm/[35] Weapon/[117] EnchImperialSwordFear3 [WEAP-000C3DF5],WEAP
EnchElvenMaceShock05,Masse elfique de tempte,Elven Mace of Lightning,[00] Skyrim.esm/[35] Weapon/[1180] EnchElvenMaceShock05 [WEAP-000BE1E5],WEAP
EnchElvenMaceShock04,Masse elfique de tonnerre,Elven Mace of Thunderbolts,[00] Skyrim.esm/[35] Weapon/[1181] EnchElvenMaceShock04 [WEAP-000BE1E4],WEAP
EnchElvenMaceShock03,Masse elfique d'clairs,Elven Mace of Shocks,[00] Skyrim.esm/[35] Weapon/[1182] EnchElvenMaceShock03 [WEAP-000BE1E3],WEAP
EnchElvenMaceParalyze05,Masse elfique d'immobilisation,Elven Mace of Immobilizing,[00] Skyrim.esm/[35] Weapon/[1183] EnchElvenMaceParalyze05 [WEAP-000BE1E2],WEAP
EnchElvenMaceParalyze04,Masse elfique d'inertie,Elven Mace of Stunning,[00] Skyrim.esm/[35] Weapon/[1184] EnchElvenMaceParalyze04 [WEAP-000BE1E1],WEAP
EnchElvenMaceMagicka05,Masse elfique de dbilitation,Elven Mace of Enervating,[00] Skyrim.esm/[35] Weapon/[1185] EnchElvenMaceMagicka05 [WEAP-000BE1E0],WEAP
EnchElvenMaceMagicka04,Masse elfique de dgradation,Elven Mace of Depleting,[00] Skyrim.esm/[35] Weapon/[1186] EnchElvenMaceMagicka04 [WEAP-000BE1DF],WEAP
EnchElvenMaceMagicka03,Masse elfique de rduction,Elven Mace of Diminishing,[00] Skyrim.esm/[35] Weapon/[1187] EnchElvenMaceMagicka03 [WEAP-000BE1DE],WEAP
EnchElvenMaceFrost05,Masse elfique de blizzard,Elven Mace of Blizzards,[00] Skyrim.esm/[35] Weapon/[1188] EnchElvenMaceFrost05 [WEAP-000BE1DD],WEAP
EnchElvenMaceFrost04,Masse elfique de frimas,Elven Mace of Freezing,[00] Skyrim.esm/[35] Weapon/[1189] EnchElvenMaceFrost04 [WEAP-000BE1DC],WEAP
EnchImperialSwordFire1,pe impriale d'incandescence,Imperial Sword of Embers,[00] Skyrim.esm/[35] Weapon/[118] EnchImperialSwordFire1 [WEAP-000C3DF4],WEAP
EnchElvenMaceFrost03,Masse elfique de givre,Elven Mace of Ice,[00] Skyrim.esm/[35] Weapon/[1190] EnchElvenMaceFrost03 [WEAP-000BE1DB],WEAP
EnchElvenMaceFire05,Masse elfique de brasier,Elven Mace of the Blaze,[00] Skyrim.esm/[35] Weapon/[1191] EnchElvenMaceFire05 [WEAP-000BE1DA],WEAP
EnchElvenMaceFire04,Masse elfique de flambe,Elven Mace of Fire,[00] Skyrim.esm/[35] Weapon/[1192] EnchElvenMaceFire04 [WEAP-000BE1D9],WEAP
EnchElvenMaceFire03,Masse elfique de flammes,Elven Mace of Scorching,[00] Skyrim.esm/[35] Weapon/[1193] EnchElvenMaceFire03 [WEAP-000BE1D8],WEAP
EnchElvenMaceFear05,Masse elfique de terreur,Elven Mace of Dread,[00] Skyrim.esm/[35] Weapon/[1194] EnchElvenMaceFear05 [WEAP-000BE1D7],WEAP
EnchElvenMaceFear04,Masse elfique d'angoisse,Elven Mace of Despair,[00] Skyrim.esm/[35] Weapon/[1195] EnchElvenMaceFear04 [WEAP-000BE1D6],WEAP
EnchElvenMaceFear03,Masse elfique de crainte,Elven Mace of Fear,[00] Skyrim.esm/[35] Weapon/[1196] EnchElvenMaceFear03 [WEAP-000BE1D5],WEAP
EnchElvenMaceBanish05,Masse elfique d'expulsion,Elven Mace of Expelling,[00] Skyrim.esm/[35] Weapon/[1197] EnchElvenMaceBanish05 [WEAP-000BE1D4],WEAP
EnchElvenMaceBanish04,Masse elfique de bannissement,Elven Mace of Banishing,[00] Skyrim.esm/[35] Weapon/[1198] EnchElvenMaceBanish04 [WEAP-000BE1D3],WEAP
EnchElvenMaceAbsorbS05,Masse elfique d'engrangement,Elven Mace of Garnering,[00] Skyrim.esm/[35] Weapon/[1199] EnchElvenMaceAbsorbS05 [WEAP-000BE1D2],WEAP
EnchImperialSwordFire2,pe impriale de brlure,Imperial Sword of Burning,[00] Skyrim.esm/[35] Weapon/[119] EnchImperialSwordFire2 [WEAP-000C3DF3],WEAP
TrapDartWeaponDwe06,Dart Trap Weapon,Dart Trap Weapon,[00] Skyrim.esm/[35] Weapon/[11] TrapDartWeaponDwe06 [WEAP-0010A25C],WEAP
EnchElvenMaceAbsorbS04,Masse elfique de rcolte,Elven Mace of Harvesting,[00] Skyrim.esm/[35] Weapon/[1200] EnchElvenMaceAbsorbS04 [WEAP-000BE1D1],WEAP
EnchElvenMaceAbsorbS03,Masse elfique de moisson,Elven Mace of Reaping,[00] Skyrim.esm/[35] Weapon/[1201] EnchElvenMaceAbsorbS03 [WEAP-000BE1D0],WEAP
EnchElvenMaceAbsorbM05,Masse elfique d'vocation,Elven Mace of Evoking,[00] Skyrim.esm/[35] Weapon/[1202] EnchElvenMaceAbsorbM05 [WEAP-000BE1CF],WEAP
EnchElvenMaceAbsorbM04,Masse elfique de transfusion,Elven Mace of Winnowing,[00] Skyrim.esm/[35] Weapon/[1203] EnchElvenMaceAbsorbM04 [WEAP-000BE1CE],WEAP
EnchElvenMaceAbsorbM03,Masse elfique d'amalgame,Elven Mace of Harrowing,[00] Skyrim.esm/[35] Weapon/[1204] EnchElvenMaceAbsorbM03 [WEAP-000BE1CD],WEAP
EnchElvenMaceAbsorbH05,Masse elfique d'absorption,Elven Mace of Leeching,[00] Skyrim.esm/[35] Weapon/[1205] EnchElvenMaceAbsorbH05 [WEAP-000BE1CC],WEAP
EnchElvenMaceAbsorbH04,Masse elfique de dvorement,Elven Mace of Devouring,[00] Skyrim.esm/[35] Weapon/[1206] EnchElvenMaceAbsorbH04 [WEAP-000BE1CB],WEAP
EnchElvenMaceAbsorbH03,Masse elfique d'ingestion,Elven Mace of Consuming,[00] Skyrim.esm/[35] Weapon/[1207] EnchElvenMaceAbsorbH03 [WEAP-000BE1CA],WEAP
EnchElvenGreatswordTurn05,Espadon elfique saint,Virtuous Elven Greatsword,[00] Skyrim.esm/[35] Weapon/[1208] EnchElvenGreatswordTurn05 [WEAP-000BE1C9],WEAP
EnchElvenGreatswordTurn04,Espadon elfique sanctifi,Hallowed Elven Greatsword,[00] Skyrim.esm/[35] Weapon/[1209] EnchElvenGreatswordTurn04 [WEAP-000BE1C8],WEAP
EnchImperialSwordFire3,pe impriale de flammes,Imperial Sword of Scorching,[00] Skyrim.esm/[35] Weapon/[120] EnchImperialSwordFire3 [WEAP-000C3DF2],WEAP
EnchElvenGreatswordTurn03,Espadon elfique vertueux,Reverent Elven Greatsword,[00] Skyrim.esm/[35] Weapon/[1210] EnchElvenGreatswordTurn03 [WEAP-000BE1C7],WEAP
EnchElvenGreatswordStamina05,Espadon elfique de lthargie,Elven Greatsword of Lethargy,[00] Skyrim.esm/[35] Weapon/[1211] EnchElvenGreatswordStamina05 [WEAP-000BE1C6],WEAP
EnchElvenGreatswordStamina04,Espadon elfique de torpeur,Elven Greatsword of Debilitation,[00] Skyrim.esm/[35] Weapon/[1212] EnchElvenGreatswordStamina04 [WEAP-000BE1C5],WEAP
EnchElvenGreatswordStamina03,Espadon elfique d'abattement,Elven Greatsword of Torpor,[00] Skyrim.esm/[35] Weapon/[1213] EnchElvenGreatswordStamina03 [WEAP-000BE1C4],WEAP
EnchElvenGreatswordSoulTrap05,Espadon elfique de maldiction,Elven Greatsword of Malediction,[00] Skyrim.esm/[35] Weapon/[1214] EnchElvenGreatswordSoulTrap05 [WEAP-000BE1C3],WEAP
EnchElvenGreatswordSoulTrap04,Espadon elfique d'anathme,Elven Greatsword of Animus,[00] Skyrim.esm/[35] Weapon/[1215] EnchElvenGreatswordSoulTrap04 [WEAP-000BE1C2],WEAP
EnchElvenGreatswordSoulTrap03,Espadon elfique de capture,Elven Greatsword of Binding,[00] Skyrim.esm/[35] Weapon/[1216] EnchElvenGreatswordSoulTrap03 [WEAP-000BE1C1],WEAP
EnchElvenGreatswordShock05,Espadon elfique de tempte,Elven Greatsword of Lightning,[00] Skyrim.esm/[35] Weapon/[1217] EnchElvenGreatswordShock05 [WEAP-000BE1C0],WEAP
EnchElvenGreatswordShock04,Espadon elfique de tonnerre,Elven Greatsword of Thunderbolts,[00] Skyrim.esm/[35] Weapon/[1218] EnchElvenGreatswordShock04 [WEAP-000BE1BF],WEAP
EnchElvenGreatswordShock03,Espadon elfique d'clairs,Elven Greatsword of Shocks,[00] Skyrim.esm/[35] Weapon/[1219] EnchElvenGreatswordShock03 [WEAP-000BE1BE],WEAP
EnchImperialSwordFrost1,pe impriale de frisson,Imperial Sword of Cold,[00] Skyrim.esm/[35] Weapon/[121] EnchImperialSwordFrost1 [WEAP-000C3DF1],WEAP
EnchElvenGreatswordParalyze05,Espadon elfique d'immobilisation,Elven Greatsword of Immobilizing,[00] Skyrim.esm/[35] Weapon/[1220] EnchElvenGreatswordParalyze05 [WEAP-000BE1BD],WEAP
EnchElvenGreatswordParalyze04,Espadon elfique d'inertie,Elven Greatsword of Stunning,[00] Skyrim.esm/[35] Weapon/[1221] EnchElvenGreatswordParalyze04 [WEAP-000BE1BC],WEAP
EnchElvenGreatswordMagicka05,Espadon elfique de dbilitation,Elven Greatsword of Enervating,[00] Skyrim.esm/[35] Weapon/[1222] EnchElvenGreatswordMagicka05 [WEAP-000BE1BB],WEAP
EnchElvenGreatswordMagicka04,Espadon elfique de dgradation,Elven Greatsword of Depleting,[00] Skyrim.esm/[35] Weapon/[1223] EnchElvenGreatswordMagicka04 [WEAP-000BE1BA],WEAP
EnchElvenGreatswordMagicka03,Espadon elfique de rduction,Elven Greatsword of Diminishing,[00] Skyrim.esm/[35] Weapon/[1224] EnchElvenGreatswordMagicka03 [WEAP-000BE1B9],WEAP
EnchElvenGreatswordFrost05,Espadon elfique de blizzard,Elven Greatsword of Blizzards,[00] Skyrim.esm/[35] Weapon/[1225] EnchElvenGreatswordFrost05 [WEAP-000BE1B8],WEAP
EnchElvenGreatswordFrost04,Espadon elfique de frimas,Elven Greatsword of Freezing,[00] Skyrim.esm/[35] Weapon/[1226] EnchElvenGreatswordFrost04 [WEAP-000BE1B7],WEAP
EnchElvenGreatswordFrost03,Espadon elfique de givre,Elven Greatsword of Ice,[00] Skyrim.esm/[35] Weapon/[1227] EnchElvenGreatswordFrost03 [WEAP-000BE1B6],WEAP
EnchElvenGreatswordFire05,Espadon elfique de brasier,Elven Greatsword of the Blaze,[00] Skyrim.esm/[35] Weapon/[1228] EnchElvenGreatswordFire05 [WEAP-000BE1B5],WEAP
EnchElvenGreatswordFire04,Espadon elfique de flambe,Elven Greatsword of Fire,[00] Skyrim.esm/[35] Weapon/[1229] EnchElvenGreatswordFire04 [WEAP-000BE1B4],WEAP
EnchImperialSwordFrost2,pe impriale de froid,Imperial Sword of Frost,[00] Skyrim.esm/[35] Weapon/[122] EnchImperialSwordFrost2 [WEAP-000C3DF0],WEAP
EnchElvenGreatswordFire03,Espadon elfique de flammes,Elven Greatsword of Scorching,[00] Skyrim.esm/[35] Weapon/[1230] EnchElvenGreatswordFire03 [WEAP-000BE1B3],WEAP
EnchElvenGreatswordFear05,Espadon elfique de terreur,Elven Greatsword of Dread,[00] Skyrim.esm/[35] Weapon/[1231] EnchElvenGreatswordFear05 [WEAP-000BE1B2],WEAP
EnchElvenGreatswordFear04,Espadon elfique d'angoisse,Elven Greatsword of Despair,[00] Skyrim.esm/[35] Weapon/[1232] EnchElvenGreatswordFear04 [WEAP-000BE1B1],WEAP
EnchElvenGreatswordFear03,Espadon elfique de crainte,Elven Greatsword of Fear,[00] Skyrim.esm/[35] Weapon/[1233] EnchElvenGreatswordFear03 [WEAP-000BE1B0],WEAP
EnchElvenGreatswordBanish05,Espadon elfique d'expulsion,Elven Greatsword of Expelling,[00] Skyrim.esm/[35] Weapon/[1234] EnchElvenGreatswordBanish05 [WEAP-000BE1AF],WEAP
EnchElvenGreatswordBanish04,Espadon elfique de bannissement,Elven Greatsword of Banishing,[00] Skyrim.esm/[35] Weapon/[1235] EnchElvenGreatswordBanish04 [WEAP-000BE1AE],WEAP
EnchElvenGreatswordAbsorbS05,Espadon elfique d'engrangement,Elven Greatsword of Garnering,[00] Skyrim.esm/[35] Weapon/[1236] EnchElvenGreatswordAbsorbS05 [WEAP-000BE1AD],WEAP
EnchElvenGreatswordAbsorbS04,Espadon elfique de rcolte,Elven Greatsword of Harvesting,[00] Skyrim.esm/[35] Weapon/[1237] EnchElvenGreatswordAbsorbS04 [WEAP-000BE1AC],WEAP
EnchElvenGreatswordAbsorbS03,Espadon elfique de moisson,Elven Greatsword of Reaping,[00] Skyrim.esm/[35] Weapon/[1238] EnchElvenGreatswordAbsorbS03 [WEAP-000BE1AB],WEAP
EnchElvenGreatswordAbsorbM05,Espadon elfique d'vocation,Elven Greatsword of Evoking,[00] Skyrim.esm/[35] Weapon/[1239] EnchElvenGreatswordAbsorbM05 [WEAP-000BE1AA],WEAP
EnchImperialSwordFrost3,pe impriale de givre,Imperial Sword of Ice,[00] Skyrim.esm/[35] Weapon/[123] EnchImperialSwordFrost3 [WEAP-000C3DEF],WEAP
EnchElvenGreatswordAbsorbM04,Espadon elfique de transfusion,Elven Greatsword of Winnowing,[00] Skyrim.esm/[35] Weapon/[1240] EnchElvenGreatswordAbsorbM04 [WEAP-000BE1A9],WEAP
EnchElvenGreatswordAbsorbM03,Espadon elfique d'amalgame,Elven Greatsword of Harrowing,[00] Skyrim.esm/[35] Weapon/[1241] EnchElvenGreatswordAbsorbM03 [WEAP-000BE1A8],WEAP
EnchElvenGreatswordAbsorbH05,Espadon elfique d'absorption,Elven Greatsword of Leeching,[00] Skyrim.esm/[35] Weapon/[1242] EnchElvenGreatswordAbsorbH05 [WEAP-000BE1A7],WEAP
EnchElvenGreatswordAbsorbH04,Espadon elfique de dvorement,Elven Greatsword of Devouring,[00] Skyrim.esm/[35] Weapon/[1243] EnchElvenGreatswordAbsorbH04 [WEAP-000BE1A6],WEAP
EnchElvenGreatswordAbsorbH03,Espadon elfique d'ingestion,Elven Greatsword of Consuming,[00] Skyrim.esm/[35] Weapon/[1244] EnchElvenGreatswordAbsorbH03 [WEAP-000BE1A5],WEAP
EnchElvenDaggerTurn05,Dague elfique sainte,Virtuous Elven Dagger,[00] Skyrim.esm/[35] Weapon/[1245] EnchElvenDaggerTurn05 [WEAP-000BE1A4],WEAP
EnchElvenDaggerTurn04,Dague elfique sanctifie,Hallowed Elven Dagger,[00] Skyrim.esm/[35] Weapon/[1246] EnchElvenDaggerTurn04 [WEAP-000BE1A3],WEAP
EnchElvenDaggerTurn03,Dague elfique vertueuse,Reverent Elven Dagger,[00] Skyrim.esm/[35] Weapon/[1247] EnchElvenDaggerTurn03 [WEAP-000BE1A2],WEAP
EnchElvenDaggerStamina05,Dague elfique de lthargie,Elven Dagger of Lethargy,[00] Skyrim.esm/[35] Weapon/[1248] EnchElvenDaggerStamina05 [WEAP-000BE1A1],WEAP
EnchElvenDaggerStamina04,Dague elfique de torpeur,Elven Dagger of Debilitation,[00] Skyrim.esm/[35] Weapon/[1249] EnchElvenDaggerStamina04 [WEAP-000BE1A0],WEAP
EnchImperialSwordMagicka1,pe impriale de sape,Imperial Sword of Sapping,[00] Skyrim.esm/[35] Weapon/[124] EnchImperialSwordMagicka1 [WEAP-000C3DEE],WEAP
EnchElvenDaggerStamina03,Dague elfique d'abattement,Elven Dagger of Torpor,[00] Skyrim.esm/[35] Weapon/[1250] EnchElvenDaggerStamina03 [WEAP-000BE19F],WEAP
EnchElvenDaggerSoulTrap05,Dague elfique de maldiction,Elven Dagger of Malediction,[00] Skyrim.esm/[35] Weapon/[1251] EnchElvenDaggerSoulTrap05 [WEAP-000BE19E],WEAP
EnchElvenDaggerSoulTrap04,Dague elfique d'anathme,Elven Dagger of Animus,[00] Skyrim.esm/[35] Weapon/[1252] EnchElvenDaggerSoulTrap04 [WEAP-000BE19D],WEAP
EnchElvenDaggerSoulTrap03,Dague elfique de capture,Elven Dagger of Binding,[00] Skyrim.esm/[35] Weapon/[1253] EnchElvenDaggerSoulTrap03 [WEAP-000BE19C],WEAP
EnchElvenDaggerShock05,Dague elfique de tempte,Elven Dagger of Lightning,[00] Skyrim.esm/[35] Weapon/[1254] EnchElvenDaggerShock05 [WEAP-000BE19B],WEAP
EnchElvenDaggerShock04,Dague elfique de tonnerre,Elven Dagger of Thunderbolts,[00] Skyrim.esm/[35] Weapon/[1255] EnchElvenDaggerShock04 [WEAP-000BE19A],WEAP
EnchElvenDaggerShock03,Dague elfique d'clairs,Elven Dagger of Shocks,[00] Skyrim.esm/[35] Weapon/[1256] EnchElvenDaggerShock03 [WEAP-000BE199],WEAP
EnchElvenDaggerParalyze05,Dague elfique d'immobilisation,Elven Dagger of Immobilizing,[00] Skyrim.esm/[35] Weapon/[1257] EnchElvenDaggerParalyze05 [WEAP-000BE198],WEAP
EnchElvenDaggerParalyze04,Dague elfique d'inertie,Elven Dagger of Stunning,[00] Skyrim.esm/[35] Weapon/[1258] EnchElvenDaggerParalyze04 [WEAP-000BE197],WEAP
EnchElvenDaggerMagicka05,Dague elfique de dbilitation,Elven Dagger of Enervating,[00] Skyrim.esm/[35] Weapon/[1259] EnchElvenDaggerMagicka05 [WEAP-000BE196],WEAP
EnchImperialSwordMagicka2,pe impriale d'amenuisement,Imperial Sword of Draining,[00] Skyrim.esm/[35] Weapon/[125] EnchImperialSwordMagicka2 [WEAP-000C3DED],WEAP
EnchElvenDaggerMagicka04,Dague elfique de dgradation,Elven Dagger of Depleting,[00] Skyrim.esm/[35] Weapon/[1260] EnchElvenDaggerMagicka04 [WEAP-000BE195],WEAP
EnchElvenDaggerMagicka03,Dague elfique de rduction,Elven Dagger of Diminishing,[00] Skyrim.esm/[35] Weapon/[1261] EnchElvenDaggerMagicka03 [WEAP-000BE194],WEAP
EnchElvenDaggerFrost05,Dague elfique de blizzard,Elven Dagger of Blizzards,[00] Skyrim.esm/[35] Weapon/[1262] EnchElvenDaggerFrost05 [WEAP-000BE193],WEAP
EnchElvenDaggerFrost04,Dague elfique de frimas,Elven Dagger of Freezing,[00] Skyrim.esm/[35] Weapon/[1263] EnchElvenDaggerFrost04 [WEAP-000BE192],WEAP
EnchElvenDaggerFrost03,Dague elfique de givre,Elven Dagger of Ice,[00] Skyrim.esm/[35] Weapon/[1264] EnchElvenDaggerFrost03 [WEAP-000BE191],WEAP
EnchElvenDaggerFire05,Dague elfique de brasier,Elven Dagger of the Blaze,[00] Skyrim.esm/[35] Weapon/[1265] EnchElvenDaggerFire05 [WEAP-000BE190],WEAP
EnchElvenDaggerFire04,Dague elfique de flambe,Elven Dagger of Fire,[00] Skyrim.esm/[35] Weapon/[1266] EnchElvenDaggerFire04 [WEAP-000BE18F],WEAP
EnchElvenDaggerFire03,Dague elfique de flammes,Elven Dagger of Scorching,[00] Skyrim.esm/[35] Weapon/[1267] EnchElvenDaggerFire03 [WEAP-000BE18E],WEAP
EnchElvenDaggerFear05,Dague elfique de terreur,Elven Dagger of Dread,[00] Skyrim.esm/[35] Weapon/[1268] EnchElvenDaggerFear05 [WEAP-000BE18D],WEAP
EnchElvenDaggerFear04,Dague elfique d'angoisse,Elven Dagger of Despair,[00] Skyrim.esm/[35] Weapon/[1269] EnchElvenDaggerFear04 [WEAP-000BE18C],WEAP
EnchImperialSwordMagicka3,pe impriale de rduction,Imperial Sword of Diminishing,[00] Skyrim.esm/[35] Weapon/[126] EnchImperialSwordMagicka3 [WEAP-000C3DEC],WEAP
EnchElvenDaggerFear03,Dague elfique de crainte,Elven Dagger of Fear,[00] Skyrim.esm/[35] Weapon/[1270] EnchElvenDaggerFear03 [WEAP-000BE18B],WEAP
EnchElvenDaggerBanish05,Dague elfique d'expulsion,Elven Dagger of Expelling,[00] Skyrim.esm/[35] Weapon/[1271] EnchElvenDaggerBanish05 [WEAP-000BE18A],WEAP
EnchElvenDaggerBanish04,Dague elfique de bannissement,Elven Dagger of Banishing,[00] Skyrim.esm/[35] Weapon/[1272] EnchElvenDaggerBanish04 [WEAP-000BE189],WEAP
EnchElvenDaggerAbsorbS05,Dague elfique d'engrangement,Elven Dagger of Garnering,[00] Skyrim.esm/[35] Weapon/[1273] EnchElvenDaggerAbsorbS05 [WEAP-000BE188],WEAP
EnchElvenDaggerAbsorbS04,Dague elfique de rcolte,Elven Dagger of Harvesting,[00] Skyrim.esm/[35] Weapon/[1274] EnchElvenDaggerAbsorbS04 [WEAP-000BE187],WEAP
EnchElvenDaggerAbsorbS03,Dague elfique de moisson,Elven Dagger of Reaping,[00] Skyrim.esm/[35] Weapon/[1275] EnchElvenDaggerAbsorbS03 [WEAP-000BE186],WEAP
EnchElvenDaggerAbsorbM05,Dague elfique d'vocation,Elven Dagger of Evoking,[00] Skyrim.esm/[35] Weapon/[1276] EnchElvenDaggerAbsorbM05 [WEAP-000BE185],WEAP
EnchElvenDaggerAbsorbM04,Dague elfique de transfusion,Elven Dagger of Winnowing,[00] Skyrim.esm/[35] Weapon/[1277] EnchElvenDaggerAbsorbM04 [WEAP-000BE184],WEAP
EnchElvenDaggerAbsorbM03,Dague elfique d'amalgame,Elven Dagger of Harrowing,[00] Skyrim.esm/[35] Weapon/[1278] EnchElvenDaggerAbsorbM03 [WEAP-000BE183],WEAP
EnchElvenDaggerAbsorbH05,Dague elfique d'absorption,Elven Dagger of Leeching,[00] Skyrim.esm/[35] Weapon/[1279] EnchElvenDaggerAbsorbH05 [WEAP-000BE182],WEAP
EnchImperialSwordShock1,pe impriale d'tincelles,Imperial Sword of Sparks,[00] Skyrim.esm/[35] Weapon/[127] EnchImperialSwordShock1 [WEAP-000C3DEB],WEAP
EnchElvenDaggerAbsorbH04,Dague elfique de dvorement,Elven Dagger of Devouring,[00] Skyrim.esm/[35] Weapon/[1280] EnchElvenDaggerAbsorbH04 [WEAP-000BE181],WEAP
EnchElvenDaggerAbsorbH03,Dague elfique d'ingestion,Elven Dagger of Consuming,[00] Skyrim.esm/[35] Weapon/[1281] EnchElvenDaggerAbsorbH03 [WEAP-000BE180],WEAP
EnchElvenBowTurn05,Arc elfique saint,Virtuous Elven Bow,[00] Skyrim.esm/[35] Weapon/[1282] EnchElvenBowTurn05 [WEAP-000BE17F],WEAP
EnchElvenBowTurn04,Arc elfique sanctifi,Hallowed Elven Bow,[00] Skyrim.esm/[35] Weapon/[1283] EnchElvenBowTurn04 [WEAP-000BE17E],WEAP
EnchElvenBowTurn03,Arc elfique vertueux,Reverent Elven Bow,[00] Skyrim.esm/[35] Weapon/[1284] EnchElvenBowTurn03 [WEAP-000BE17D],WEAP
EnchElvenBowStamina05,Arc elfique de lthargie,Elven Bow of Lethargy,[00] Skyrim.esm/[35] Weapon/[1285] EnchElvenBowStamina05 [WEAP-000BE17C],WEAP
EnchElvenBowStamina04,Arc elfique de torpeur,Elven Bow of Debilitation,[00] Skyrim.esm/[35] Weapon/[1286] EnchElvenBowStamina04 [WEAP-000BE17B],WEAP
EnchElvenBowStamina03,Arc elfique d'abattement,Elven Bow of Torpor,[00] Skyrim.esm/[35] Weapon/[1287] EnchElvenBowStamina03 [WEAP-000BE17A],WEAP
EnchElvenBowSoulTrap05,Arc elfique de maldiction,Elven Bow of Malediction,[00] Skyrim.esm/[35] Weapon/[1288] EnchElvenBowSoulTrap05 [WEAP-000BE179],WEAP
EnchElvenBowSoulTrap04,Arc elfique d'anathme,Elven Bow of Animus,[00] Skyrim.esm/[35] Weapon/[1289] EnchElvenBowSoulTrap04 [WEAP-000BE178],WEAP
EnchImperialSwordShock2,pe impriale de dcharge,Imperial Sword of Arcing,[00] Skyrim.esm/[35] Weapon/[128] EnchImperialSwordShock2 [WEAP-000C3DEA],WEAP
EnchElvenBowSoulTrap03,Arc elfique de capture,Elven Bow of Binding,[00] Skyrim.esm/[35] Weapon/[1290] EnchElvenBowSoulTrap03 [WEAP-000BE177],WEAP
EnchElvenBowShock05,Arc elfique de tempte,Elven Bow of Lightning,[00] Skyrim.esm/[35] Weapon/[1291] EnchElvenBowShock05 [WEAP-000BE176],WEAP
EnchElvenBowShock04,Arc elfique de tonnerre,Elven Bow of Thunderbolts,[00] Skyrim.esm/[35] Weapon/[1292] EnchElvenBowShock04 [WEAP-000BE175],WEAP
EnchElvenBowShock03,Arc elfique d'clairs,Elven Bow of Shocks,[00] Skyrim.esm/[35] Weapon/[1293] EnchElvenBowShock03 [WEAP-000BE174],WEAP
